"","Number.of.Vehicles","Accident.Date","Time..24hr.","X1st.Road.Class","Road.Surface","Lighting.Conditions","Daylight.Dark","Weather.Conditions","Type.of.Vehicle","Casualty.Class","Casualty.Severity","Sex.of.Casualty","Age.of.Casualty"
"1287",2,2015-09-28,1608,"Unknown","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,3,3,"Male",16
"1288",1,2015-09-28,950,"A","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",11,2,3,"Male",78
"1289",2,2015-09-29,2005,"Unknown","Dry","Darkness: Street Lights Present::On","Dark","Fine, no high winds",9,2,3,"Female",47
"1290",1,2015-09-30,1541,"A","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,3,2,"Male",10
"1291",2,2015-10-01,1640,"Unknown","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,1,3,"Female",25
"1292",2,2015-10-01,1640,"Unknown","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,2,3,"Female",29
"1293",1,2015-10-01,1830,"Unknown","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,3,3,"Female",5
"1294",1,2015-10-02,1209,"Unknown","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,3,2,"Male",1
"1295",2,2015-10-02,1620,"A","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",5,1,3,"Male",35
"1296",2,2015-10-02,1620,"A","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,1,3,"Male",36
"1297",2,2015-10-03,1825,"Unknown","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",1,1,3,"Male",6
"1298",1,2015-10-02,2115,"Unknown","Dry","Darkness: Street Lights Present::On","Dark","Fine, no high winds",9,3,3,"Male",63
"1299",4,2015-10-04,740,"Unknown","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,1,3,"Male",24
"1300",2,2015-10-04,1240,"A","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,1,3,"Male",27
"1301",3,2015-10-05,1230,"A","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,1,3,"Male",53
"1302",3,2015-10-05,1230,"A","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,2,3,"Male",19
"1303",2,2015-10-06,1945,"Unknown","Dry","Darkness: Street Lights Present::On","Dark","Fine, no high winds",1,1,3,"Male",16
"1304",2,2015-10-07,655,"A","Wet/Damp","Darkness: Street Lights Present::On","Dark","Raining, no high winds",1,1,3,"Male",28
"1305",1,2015-10-09,1700,"Unknown","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,3,3,"Male",5
"1306",2,2015-10-10,1219,"A","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,1,3,"Female",32
"1307",2,2015-10-10,1219,"A","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,1,3,"Male",41
"1308",1,2015-10-10,1527,"Unknown","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,3,2,"Female",13
"1309",2,2015-10-11,1933,"A","Dry","Darkness: Street Lights Present::On","Dark","Fine, no high winds",9,1,2,"Male",26
"1310",2,2015-10-11,1933,"A","Dry","Darkness: Street Lights Present::On","Dark","Fine, no high winds",9,1,2,"Male",19
"1311",2,2015-10-12,741,"A(M)","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",5,1,2,"Male",37
"1312",1,2015-10-12,1618,"Unknown","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,3,3,"Male",7
"1313",2,2015-10-13,1409,"A","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,1,3,"Female",59
"1314",2,2015-10-14,1145,"A","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,1,3,"Female",54
"1315",2,2015-10-14,1145,"A","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,1,2,"Male",83
"1316",2,2015-10-15,1422,"Unknown","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,1,3,"Male",28
"1317",2,2015-10-16,1620,"Unknown","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",18,1,3,"Male",47
"1318",2,2015-10-16,1620,"Unknown","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",18,2,3,"Male",9
"1319",2,2015-10-16,1620,"Unknown","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",18,2,3,"Female",10
"1320",2,2015-10-16,1620,"Unknown","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,1,3,"Male",41
"1321",3,2015-10-17,1045,"Unknown","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,1,3,"Male",19
"1322",2,2015-10-18,754,"A","Wet/Damp","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,1,3,"Male",43
"1323",2,2015-10-19,2058,"Unknown","Dry","Darkness: Street Lights Present::On","Dark","Fine, no high winds",9,1,2,"Female",21
"1324",2,2015-10-19,2058,"Unknown","Dry","Darkness: Street Lights Present::On","Dark","Fine, no high winds",9,1,3,"Male",49
"1325",2,2015-10-19,2058,"Unknown","Dry","Darkness: Street Lights Present::On","Dark","Fine, no high winds",9,2,3,"Female",12
"1326",1,2015-10-20,1716,"Unknown","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",21,3,3,"Female",18
"1327",2,2015-10-21,1810,"A","Dry","Darkness: Street Lights Present::On","Dark","Fine, no high winds",3,1,3,"Male",31
"1328",2,2015-10-25,1210,"A","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,1,3,"Male",54
"1329",2,2015-10-25,1210,"A","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,1,3,"Male",25
"1330",2,2015-10-27,1250,"Unknown","Wet/Damp","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,1,3,"Male",30
"1331",2,2015-10-28,940,"Motorway","Dry","Daylight: Street Lights Present","Daylight","Raining, no high winds",9,2,3,"Female",8
"1332",2,2015-10-28,940,"Motorway","Dry","Daylight: Street Lights Present","Daylight","Raining, no high winds",9,2,3,"Female",13
"1333",2,2015-10-29,1000,"Unknown","Wet/Damp","Daylight: Street Lights Present","Daylight","Fine, high winds",9,1,3,"Female",42
"1334",1,2015-11-01,415,"Unknown","Wet/Damp","Darkness: Street Lights Present::On","Dark","Fog or Mist - if hazard",9,1,3,"Male",29
"1335",1,2015-11-01,415,"Unknown","Wet/Damp","Darkness: Street Lights Present::On","Dark","Fog or Mist - if hazard",9,2,3,"Female",36
"1336",1,2015-11-01,415,"Unknown","Wet/Damp","Darkness: Street Lights Present::On","Dark","Fog or Mist - if hazard",9,2,3,"Male",27
"1337",1,2015-11-01,415,"Unknown","Wet/Damp","Darkness: Street Lights Present::On","Dark","Fog or Mist - if hazard",9,2,3,"Female",23
"1338",2,2015-11-01,1337,"Unknown","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",1,1,2,"Male",44
"1339",2,2015-11-04,1115,"A","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",1,1,3,"Female",26
"1340",2,2015-11-04,1906,"A","Wet/Damp","Daylight: Street Lights Present","Daylight","Fine, no high winds",1,1,2,"Female",42
"1341",1,2015-11-05,1755,"A(M)","Wet/Damp","Darkness: Street Lights Present::On","Dark","Fog or Mist - if hazard",9,3,3,"Female",19
"1342",1,2015-11-05,1930,"Unknown","Wet/Damp","Darkness: Street Lights Present::On","Dark","Raining, no high winds",9,3,2,"Male",28
"1343",1,2015-11-07,1210,"Unknown","Wet/Damp","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,3,3,"Male",63
"1344",2,2015-11-07,1355,"Unknown","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",2,1,3,"Male",17
"1345",2,2015-11-07,1558,"Unknown","Wet/Damp","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,1,3,"Male",36
"1346",1,2015-11-07,2230,"Unknown","Wet/Damp","Darkness: Street Lights Present::On","Dark","Fine, no high winds",9,3,3,"Female",NA
"1347",1,2015-11-08,1344,"A","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,3,3,"Female",76
"1348",1,2015-11-08,1344,"A","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,1,3,"Female",29
"1349",1,2015-11-08,1740,"Motorway","Wet/Damp","Darkness: Street Lights Present::On","Dark","Raining, high winds",9,1,3,"Female",27
"1350",2,2015-11-06,1715,"B","Dry","Darkness: Street Lights Present::On","Dark","Fine, no high winds",9,1,3,"Female",43
"1351",2,2015-11-09,1745,"Unknown","Wet/Damp","Darkness: Street Lights Present::On","Dark","Fine, no high winds",9,1,3,"Female",24
"1352",1,2015-11-09,1811,"A","Wet/Damp","Darkness: Street Lights Present::On","Dark","Fine, high winds",3,1,3,"Male",42
"1353",1,2015-11-09,1811,"A","Wet/Damp","Darkness: Street Lights Present::On","Dark","Fine, high winds",3,3,3,"Male",25
"1354",1,2015-11-10,1510,"Unknown","Wet/Damp","Daylight: Street Lights Present","Daylight","Raining, no high winds",9,3,3,"Female",15
"1355",2,2015-11-10,946,"Unknown","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,1,3,"Male",31
"1356",1,2015-11-07,1200,"Unknown","Wet/Damp","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,3,3,"Female",87
"1357",2,2015-11-13,647,"A","Wet/Damp","Darkness: Street Lights Present::On","Dark","Raining, no high winds",3,1,3,"Female",36
"1358",2,2015-11-13,1420,"A","Wet/Damp","Daylight: Street Lights Present","Daylight","Raining, no high winds",9,1,3,"Female",30
"1359",1,2015-11-13,1550,"Unknown","Wet/Damp","Daylight: Street Lights Present","Daylight","Raining, high winds",19,3,3,"Male",15
"1360",1,2015-11-13,1500,"A","Wet/Damp","Daylight: Street Lights Present","Daylight","Raining, high winds",9,3,3,"Male",23
"1361",2,2015-11-14,1559,"A","Wet/Damp","Daylight: Street Lights Present","Daylight","Raining, no high winds",9,1,3,"Female",31
"1362",1,2015-11-14,2100,"Motorway","Wet/Damp","Darkness: Street Lights Present::On","Dark","Raining, no high winds",9,2,3,"Female",61
"1363",1,2015-11-14,2117,"Unknown","Wet/Damp","Darkness: Street Lights Present::On","Dark","Fine, no high winds",9,3,3,"Male",17
"1364",1,2015-11-14,2117,"Unknown","Wet/Damp","Darkness: Street Lights Present::On","Dark","Fine, no high winds",9,3,3,"Female",17
"1365",2,2015-11-14,2320,"Motorway","Wet/Damp","Darkness: Street Lights Present::On","Dark","Raining, high winds",9,2,3,"Female",64
"1366",2,2015-11-14,2320,"Motorway","Wet/Damp","Darkness: Street Lights Present::On","Dark","Raining, high winds",9,1,3,"Male",20
"1367",2,2015-11-14,2320,"Motorway","Wet/Damp","Darkness: Street Lights Present::On","Dark","Raining, high winds",9,1,3,"Male",55
"1368",2,2015-11-18,1911,"A","Wet/Damp","Darkness: Street Lights Present::On","Dark","Fine, high winds",9,1,3,"Female",52
"1369",2,2015-11-19,610,"Unknown","Dry","Darkness: Street Lights Present::On","Dark","Fine, no high winds",9,1,3,"Male",38
"1370",2,2015-11-19,610,"Unknown","Dry","Darkness: Street Lights Present::On","Dark","Fine, no high winds",9,1,3,"Male",49
"1371",2,2015-11-18,1215,"Unknown","Wet/Damp","Daylight: Street Lights Present","Daylight","Raining, no high winds",9,1,3,"Male",49
"1372",3,2015-11-19,1605,"Motorway","Wet/Damp","Darkness: Street Lights Present::On","Dark","Raining, high winds",9,1,3,"Female",20
"1373",3,2015-11-19,1605,"Motorway","Wet/Damp","Darkness: Street Lights Present::On","Dark","Raining, high winds",9,1,3,"Female",24
"1374",1,2015-11-20,1014,"Unknown","Wet/Damp","Daylight: Street Lights Present","Daylight","Raining, no high winds",9,3,3,"Female",19
"1375",2,2015-11-20,1356,"Unknown","Wet/Damp","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,1,2,"Male",88
"1376",1,2015-11-22,1136,"Unknown","Dry","Darkness: No Street Lights Present",NA,"Fine, no high winds",9,2,3,"Male",20
"1377",1,2015-11-22,1136,"Unknown","Dry","Darkness: No Street Lights Present",NA,"Fine, no high winds",9,1,3,"Male",20
"1378",1,2015-11-22,2117,"Unknown","Wet/Damp","Darkness: Street Lights Present::On","Dark","Fine, no high winds",9,1,2,"Male",18
"1379",1,2015-11-22,2117,"Unknown","Wet/Damp","Darkness: Street Lights Present::On","Dark","Fine, no high winds",9,2,3,"Female",15
"1380",3,2015-11-23,1454,"Unknown","Wet/Damp","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,3,2,"Male",58
"1381",1,2015-11-24,1030,"A","Wet/Damp","Daylight: Street Lights Present","Daylight","Fine, no high winds",4,1,2,"Male",23
"1382",1,2015-11-24,1539,"A","Wet/Damp","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,3,3,"Female",7
"1383",2,2015-11-25,700,"Unknown","Wet/Damp","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,1,3,"Male",31
"1384",2,2015-11-25,700,"Unknown","Wet/Damp","Daylight: Street Lights Present","Daylight","Fine, no high winds",8,2,3,"Female",33
"1385",1,2015-11-25,1145,"Unknown","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,3,3,"Male",54
"1386",2,2015-11-26,1645,"Unknown","Wet/Damp","Darkness: Street Lights Present::On","Dark","Fine, no high winds",9,1,3,"Male",22
"1387",3,2015-11-27,1630,"Motorway","Wet/Damp","Darkness: Street Lights Present::On","Dark","Fine, no high winds",9,1,3,"Male",43
"1388",3,2015-11-27,1800,"A","Wet/Damp","Darkness: Street Lights Present::On","Dark","Raining, no high winds",9,1,3,"Female",27
"1389",2,2015-11-29,731,"Unknown","Wet/Damp","Daylight: Street Lights Present","Daylight","Raining, no high winds",8,1,3,"Male",30
"1390",2,2015-11-29,902,"A","Wet/Damp","Daylight: Street Lights Present","Daylight","Raining, high winds",9,1,3,"Male",29
"1391",2,2015-11-30,730,"A","Wet/Damp","Daylight: Street Lights Present","Daylight","Fine, no high winds",4,1,2,"Male",18
"1392",1,2015-11-09,1700,"Unknown","Wet/Damp","Darkness: Street Lights Present::On","Dark","Fine, no high winds",10,3,3,"Male",66
"1393",2,2015-11-30,1700,"A","Wet/Damp","Darkness: Street Lights Present::On","Dark","Raining, no high winds",5,1,2,"Male",NA
"1394",2,2015-12-02,630,"Unknown","Wet/Damp","Darkness: Street Lights Present::On","Dark","Fine, no high winds",9,1,3,"Male",64
"1395",1,2015-12-03,1745,"Unknown","Wet/Damp","Darkness: Street Lights Present::On","Dark","Raining, no high winds",9,3,3,"Male",43
"1396",3,2015-12-03,1826,"B","Wet/Damp","Darkness: Street Lights Present::On","Dark","Raining, no high winds",9,1,3,"Male",54
"1397",3,2015-12-03,1826,"B","Wet/Damp","Darkness: Street Lights Present::On","Dark","Raining, no high winds",9,1,3,"Female",45
"1398",3,2015-12-05,1322,"A","Wet/Damp","Daylight: Street Lights Present","Daylight","Raining, high winds",9,2,3,"Male",47
"1399",3,2015-12-05,1322,"A","Wet/Damp","Daylight: Street Lights Present","Daylight","Raining, high winds",9,2,3,"Male",24
"1400",3,2015-12-05,1322,"A","Wet/Damp","Daylight: Street Lights Present","Daylight","Raining, high winds",9,1,3,"Male",49
"1401",3,2015-12-05,1322,"A","Wet/Damp","Daylight: Street Lights Present","Daylight","Raining, high winds",9,2,3,"Male",3
"1402",2,2015-12-06,1600,"Unknown","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",16,1,3,"Female",40
"1403",2,2015-12-08,1915,"Motorway","Wet/Damp","Darkness: Street Lights Present::On","Dark","Raining, high winds",21,1,3,"Male",62
"1404",2,2015-12-09,854,"A","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,1,3,"Female",27
"1405",2,2015-12-09,854,"A","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,1,3,"Male",43
"1406",2,2015-12-09,854,"A","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,2,3,"Female",18
"1407",1,2015-12-10,1530,"Unknown","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,3,3,"Female",14
"1408",1,2015-12-10,1620,"Unknown","Wet/Damp","Darkness: Street Lights Present::On","Dark","Fine, no high winds",9,3,2,"Male",87
"1409",1,2015-12-10,1625,"A","Wet/Damp","Darkness: Street Lights Present::On","Dark","Fine, no high winds",9,3,3,"Male",44
"1410",3,2015-12-16,1040,"Unknown","Wet/Damp","Daylight: Street Lights Present","Daylight","Raining, no high winds",9,1,3,"Male",31
"1411",3,2015-12-16,1040,"Unknown","Wet/Damp","Daylight: Street Lights Present","Daylight","Raining, no high winds",9,1,3,"Male",48
"1412",2,2015-12-13,1532,"A","Wet/Damp","Daylight: Street Lights Present","Daylight","Raining, no high winds",8,2,3,"Male",21
"1413",1,2015-12-15,1750,"Unknown","Wet/Damp","Darkness: Street Lights Present::On","Dark","Raining, no high winds",9,3,2,"Female",47
"1414",1,2015-12-16,914,"A","Wet/Damp","Daylight: Street Lights Present","Daylight","Raining, no high winds",3,1,3,"Male",23
"1415",1,2015-12-16,946,"A","Wet/Damp","Daylight: Street Lights Present","Daylight","Raining, no high winds",8,2,3,"Male",1
"1416",1,2015-12-17,1026,"Unknown","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",20,3,2,"Male",40
"1417",1,2015-12-18,2054,"A","Dry","Darkness: Street Lights Present::On","Dark","Fine, no high winds",9,3,2,"Male",69
"1418",1,2015-12-18,2054,"A","Dry","Darkness: Street Lights Present::On","Dark","Fine, no high winds",9,3,2,"Male",49
"1419",2,2015-12-21,727,"A","Wet/Damp","Darkness: Street Lights Present::On","Dark","Raining, high winds",5,1,3,"Male",49
"1420",1,2015-12-21,1913,"A","Wet/Damp","Darkness: Street Lights Present::On","Dark","Fine, no high winds",9,3,3,"Male",62
"1421",2,2015-12-22,1219,"Motorway","Wet/Damp","Daylight: Street Lights Present","Daylight","Raining, high winds",9,1,3,"Male",32
"1422",1,2015-12-22,1310,"B","Wet/Damp","Daylight: Street Lights Present","Daylight","Raining, high winds",9,3,3,"Female",15
"1423",1,2015-12-23,1029,"Unknown","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",90,3,1,"Male",59
"1424",2,2015-12-23,1810,"Motorway","Wet/Damp","Darkness: Street Lights Present::On","Dark","Fine, no high winds",9,1,3,"Female",34
"1425",2,2015-12-24,1856,"A","Wet/Damp","Darkness: Street Lights Present::On","Dark","Fine, no high winds",16,1,3,"Male",22
"1426",2,2015-12-26,1015,"B","Wet/Damp","Daylight: Street Lights Present","Daylight","Raining, no high winds",9,1,3,"Male",27
"1427",2,2015-12-26,1015,"B","Wet/Damp","Daylight: Street Lights Present","Daylight","Raining, no high winds",9,2,3,"Male",22
"1428",2,2015-12-26,1015,"B","Wet/Damp","Daylight: Street Lights Present","Daylight","Raining, no high winds",9,2,3,"Male",2
"1429",2,2015-12-26,1240,"A","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,1,3,"Male",27
"1430",2,2015-12-26,1755,"Unknown","Wet/Damp","Darkness: Street Lights Present::On","Dark","Raining, no high winds",9,1,3,"Female",28
"1431",2,2015-12-26,1822,"A","Wet/Damp","Darkness: Street Lights Present::On","Dark","Raining, no high winds",9,1,3,"Male",36
